"feature_id_full","feature_id","feature_mz","feature_rt","control_vs_trich_p_value","control_vs_trich_p_value_minus_log10","control_vs_trich_fold_change","control_vs_trich_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"4592_500.3_7.7",4592,500.298918541917,7.659101,0.0291027495362686,1.53606597829864,0.753268337844888,-0.408764205134864,"Polyketides","Macrolides","Erythromycins","methyl 7-{[(2-hydroxyethyl)(methyl)carbamoyl]methylidene}-1,4a,8-trimethyl-2-[(2-methylbut-2-enoyl)oxy]-9-oxo-tetradecahydrophenanthrene-1-carboxylate",NA,NA,"CC=C(C)C(=O)OC1CCC2(C3CCC(=CC(=O)N(C)CCO)C(C3C(=O)CC2C1(C)C(=O)OC)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C29H43NO7/c1-8-17(2)26(34)37-23-11-12-28(4)20-10-9-19(15-24(33)30(6)13-14-31)18(3)25(20)21(32)16-22(28)29(23,5)27(35)36-7/h8,15,18,20,22-23,25,31H,9-14,16H2,1-7H3","JEPIEBDHKJYZEP"
"2165_430.13_3.5",2165,430.129323876592,3.4909506,0.029114819906561,1.53588589193166,0.723429835810779,-0.467074995803509,"Amino acids and Peptides","Macrolides","Macrolide lactones","dimethyl 2-[(Z)-C-(2-ethylhexoxy)-N-methoxycarbonylcarbonimidoyl]sulfanylbutanedioate",NA,"CC1=C[C@H]([C@@H]2c3c(ccc4c3OCO4)-c3ccc4cc5c(cc4c3N2C)OCO5)OC1=O","CCCCC(CC)COC(=NC(=O)OC)SC(CC(=O)OC)C(=O)OC",NA,NA,NA,NA,"AYDPSPGOURFSMI","InChI=1S/C25H19NO6/c1-12-7-20(32-25(12)27)23-21-14(5-6-17-24(21)31-11-28-17)15-4-3-13-8-18-19(30-10-29-18)9-16(13)22(15)26(23)2/h3-9,20,23H,10-11H2,1-2H3/t20-,23-/m1/s1","AYDPSPGOURFSMI-NFBKMPQASA-N","InChI=1S/C17H29NO7S/c1-6-8-9-12(7-2)11-25-17(18-16(21)24-5)26-13(15(20)23-4)10-14(19)22-3/h12-13H,6-11H2,1-5H3","XLZGPAPWIJENPC"
"4764_1059.31_7.9",4764,1059.30604559125,7.89954,0.0293181893355777,1.53286285483068,1.35846773429242,0.441980299730574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303_307.18_2.4",1303,307.176700916558,2.4109905,0.029473138947636,1.53057360846492,1.37032883298637,0.454522133181006,"Amino acids and Peptides","Phenylpropanoids (C6-C3)","Cinnamic acid amides","(5Z)-2-butylimino-5-[(4-hydroxy-3-methoxyphenyl)methylidene]imidazolidin-4-one","COc1c(O)ccc(/C=C/C(=O)NCCCCNC(C)=O)c1","COc1cc(/C=C/C(=O)NCCCCNC(=N)N)ccc1O","CCCCN=C1NC(=CC2=CC(=C(C=C2)O)OC)C(=O)N1","InChI=1S/C16H22N2O4/c1-12(19)17-9-3-4-10-18-16(21)8-6-13-5-7-14(20)15(11-13)22-2/h5-8,11,20H,3-4,9-10H2,1-2H3,(H,17,19)(H,18,21)/b8-6+","ZVMGKOAHBAIHLO-SOFGYWHQSA-N","ZVMGKOAHBAIHLO-SOFGYWHQSA-N","ZVMGKOAHBAIHLO","UBMDAKWARMURDL","InChI=1S/C15H22N4O3/c1-22-13-10-11(4-6-12(13)20)5-7-14(21)18-8-2-3-9-19-15(16)17/h4-7,10,20H,2-3,8-9H2,1H3,(H,18,21)(H4,16,17,19)/b7-5+","UBMDAKWARMURDL-FNORWQNLSA-N","InChI=1S/C15H19N3O3/c1-3-4-7-16-15-17-11(14(20)18-15)8-10-5-6-12(19)13(9-10)21-2/h5-6,8-9,19H,3-4,7H2,1-2H3,(H2,16,17,18,20)","ZFWCALSMRILIFI"
"436_137.99_0.8",436,137.987315868213,0.7699329,0.0296073229060918,1.52860085973916,0.788316628207855,-0.343152888814461,"Fatty acids","Fatty amides","Halogenated fatty acids","N,N-Bis(chloromethyl)acetamide",NA,NA,"CC(=O)N(CCl)CCl",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H7Cl2NO/c1-4(8)7(2-5)3-6/h2-3H2,1H3","IEKRAJMVKUYCNE"
"1741_219.1_3.1",1741,219.101939922839,3.0506673,0.0296635673969145,1.52777662108815,0.775325381149694,-0.367126200945367,"Terpenoids","Sesquiterpenoids","Bisabolane sesquiterpenoids","Furanone B",NA,"CN1[C@@H]2CC[C@H]1CC(OC(=O)CO)C2|CC(=O)OC1CC2CC(O)CC1N2C|CC(=O)OC1C[C@H]2CC(O)[C@@H](C1)N2C|COC(=O)C1C(O)CC2CCC1N2C","CCCC1=C(C(=O)C(=C(C)C)O1)C=CC(=O)O",NA,NA,NA,NA,"IAWYYJRDAMGQCB|AEVQETQLKSVJET|IQJHMKLTWPJIHO|QIQNNBXHAYSQRY","InChI=1S/C10H17NO3/c1-11-7-2-3-8(11)5-9(4-7)14-10(13)6-12/h7-9,12H,2-6H2,1H3/t7-,8+,9?|InChI=1S/C10H17NO3/c1-6(12)14-10-4-7-3-8(13)5-9(10)11(7)2/h7-10,13H,3-5H2,1-2H3|InChI=1S/C10H17NO3/c1-6(12)14-8-3-7-4-10(13)9(5-8)11(7)2/h7-10,13H,3-5H2,1-2H3/t7-,8?,9+,10?/m0/s1|InChI=1S/C10H17NO3/c1-11-6-3-4-7(11)9(8(12)5-6)10(13)14-2/h6-9,12H,3-5H2,1-2H3","IAWYYJRDAMGQCB-JVHMLUBASA-N|AEVQETQLKSVJET-UHFFFAOYSA-N|IQJHMKLTWPJIHO-QGVKSAJWSA-N|QIQNNBXHAYSQRY-UHFFFAOYSA-N","InChI=1S/C13H16O4/c1-4-5-10-9(6-7-11(14)15)12(16)13(17-10)8(2)3/h6-7H,4-5H2,1-3H3,(H,14,15)","NPEVDKHQEYSYTP"
"4173_295.23_6.8",4173,295.227790422822,6.7576613,0.0296999448845012,1.52724435662148,0.772871506052032,-0.371699516430205,"Fatty acids","Octadecanoids","Other Octadecanoids",NA,NA,"CCCCC/C=C\C=C\O/C=C/CCCCCCC(=O)O","CCCCCC(C=CC#CCCCCCCCC(=O)O)O",NA,NA,NA,NA,"HHZKKFXQEIBVEV","InChI=1S/C18H30O3/c1-2-3-4-5-7-10-13-16-21-17-14-11-8-6-9-12-15-18(19)20/h7,10,13-14,16-17H,2-6,8-9,11-12,15H2,1H3,(H,19,20)/b10-7-,16-13+,17-14+","HHZKKFXQEIBVEV-CXXUKANQSA-N","InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h12,15,17,19H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)","FYPCNVCBWHQKJO"
"6732_562.33_11",6732,562.325895316798,11.013907,0.0299337089432441,1.52383946846589,0.772772686353604,-0.371883991860913,"Amino acids and Peptides","Oligopeptides","Linear peptides","tert-butyl N-[(2S)-1-[(2S,4R)-2-[[[(2R)-1-(cyclopropylsulfonylamino)-2-methyl-1-oxopent-4-en-2-yl]amino]methyl]-4-hydroxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NA,NA,"CC(C)(C)C(C(=O)N1CC(CC1CNC(C)(CC=C)C(=O)NS(=O)(=O)C2CC2)O)NC(=O)OC(C)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C25H44N4O7S/c1-9-12-25(8,21(32)28-37(34,35)18-10-11-18)26-14-16-13-17(30)15-29(16)20(31)19(23(2,3)4)27-22(33)36-24(5,6)7/h9,16-19,26,30H,1,10-15H2,2-8H3,(H,27,33)(H,28,32)","DEEOHJLRUFLYHP"
"4024_811.41_6.4",4024,811.410678546278,6.4377613,0.0302014090899074,1.51997279394036,0.697521940204847,-0.519689497978643,"Polyketides","Macrolides","Open-chain polyketides","Agamenoside H",NA,NA,"CC1COC2(C(C3C(O2)CC4C3(CCC5C4CC(C6C5(CCC(C6)O)C)OC7C(C(C(C(O7)CO)O)O)O)C)C)C(C1OC8C(C(C(C(O8)CO)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C39H64O16/c1-15-14-50-39(34(49)33(15)54-36-32(48)30(46)28(44)25(13-41)53-36)16(2)26-23(55-39)11-20-18-10-22(51-35-31(47)29(45)27(43)24(12-40)52-35)21-9-17(42)5-7-37(21,3)19(18)6-8-38(20,26)4/h15-36,40-49H,5-14H2,1-4H3","FTCMOISKJQEVMG"
"793_190.99_1.5",793,190.993339397794,1.535932,0.0304326033688392,1.51666089416304,0.819184730757875,-0.287739270498174,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","1,2-Difluoroethenyl 1-fluoroethenyl carbonate",NA,NA,"C=C(OC(=O)OC(=CF)F)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C5H3F3O3/c1-3(7)10-5(9)11-4(8)2-6/h2H,1H2","XUSHBWYNBQFNGO"
"3109_374.29_4.6",3109,374.290481504398,4.5741744,0.0306510580916973,1.51355452879797,1.2679022347741,0.342443506641129,"Amino acids and Peptides","Linear polyketides","Sphingoid bases","2,2'-[(2-Undecyloxazol-4(5H)-ylidene)bis(methyleneoxy)]bisethanol",NA,NA,"CCCCCCCCCCCC1=NC(CO1)(COCCO)COCCO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H39NO5/c1-2-3-4-5-6-7-8-9-10-11-19-21-20(18-26-19,16-24-14-12-22)17-25-15-13-23/h22-23H,2-18H2,1H3","LVTVNBZPWLZHIS"
"1521_409.18_2.7",1521,409.183488913457,2.7424295,0.0307306367356966,1.51242844111249,0.761877036124492,-0.392369923531502,"Carbohydrates","Nucleosides","Purine nucleosides","[3,4-dihydroxy-5-[6-[[(3R)-oxolan-3-yl]amino]purin-9-yl]oxolan-2-yl]methyl N-ethylcarbamate",NA,NA,"CCNC(=O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)NC4CCOC4)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C17H24N6O6/c1-2-18-17(26)28-6-10-12(24)13(25)16(29-10)23-8-21-11-14(19-7-20-15(11)23)22-9-3-4-27-5-9/h7-10,12-13,16,24-25H,2-6H2,1H3,(H,18,26)(H,19,20,22)","OBAAIGREYDUOHX"
"1134_223.13_2.2",1134,223.13316728665,2.1556072,0.0308027792602362,1.51141009639145,0.802284929938259,-0.317813396853728,"Terpenoids","Sesquiterpenoids","Bisabolane sesquiterpenoids","4-Hydroxy-3,5-diisopropylbenzoic Acid",NA,"CC(=O)C=CC1C2(C)COC1(C)CC(=O)C2","CC(C)C1=CC(=CC(=C1O)C(C)C)C(=O)O",NA,NA,NA,NA,"LYMNQFZEIGCRGT","InChI=1S/C13H18O3/c1-9(14)4-5-11-12(2)6-10(15)7-13(11,3)16-8-12/h4-5,11H,6-8H2,1-3H3","LYMNQFZEIGCRGT-UHFFFAOYSA-N","InChI=1S/C13H18O3/c1-7(2)10-5-9(13(15)16)6-11(8(3)4)12(10)14/h5-8,14H,1-4H3,(H,15,16)","WYAZPCLFZZTVSP"
"788_310.19_1.5",788,310.1861141595,1.534097,0.0308208933470196,1.51115477736133,0.757113572322253,-0.401418364113419,"Carbohydrates","Saccharides","Iridoids monoterpenoids","3-[1-(2-Hydroxy-3-prop-1-ynoxypropoxy)-3-methoxypropan-2-yl]oxypropane-1,2-diol","CC1(C)COC(=O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O",NA,"CC#COCC(COCC(COC)OCC(CO)O)O","InChI=1S/C12H20O8/c1-12(2)4-18-10(17)9(12)20-11-8(16)7(15)6(14)5(3-13)19-11/h5-9,11,13-16H,3-4H2,1-2H3/t5-,6-,7+,8-,9+,11+/m1/s1","BFCZPWYLRHFBNO-DTJAAUDXSA-N","BFCZPWYLRHFBNO-DTJAAUDXSA-N","BFCZPWYLRHFBNO",NA,NA,NA,"InChI=1S/C13H24O7/c1-3-4-18-6-12(16)7-19-10-13(9-17-2)20-8-11(15)5-14/h11-16H,5-10H2,1-2H3","UWOGNTYJWDKMNJ"
"3973_163_6.3",3973,162.999052173735,6.3435483,0.0308634179568595,1.51055597984106,1.28206049018312,0.358464332805657,"Amino acids and Peptides","Small peptides","Imidazole alkaloids","Acetamide, 2,2'-dithiodi-",NA,"O=C(O)CCC(=O)O","C(C(=O)N)SSCC(=O)N",NA,NA,NA,NA,"KDYFGRWQOYBRFD","InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)","KDYFGRWQOYBRFD-UHFFFAOYSA-N","InChI=1S/C4H8N2O2S2/c5-3(7)1-9-10-2-4(6)8/h1-2H2,(H2,5,7)(H2,6,8)","WFVWTLVPOUCKBR"
"1223_321.19_2.3",1223,321.192212229238,2.2941935,0.030869176905981,1.51047495036747,1.36357447123393,0.447393494786323,"Alkaloids","Ornithine alkaloids","Polyamines","(8aR)-7-acetyl-2-[(4-methoxyphenyl)methyl]-5,6,8,8a-tetrahydro-1H-imidazo[1,5-a]pyrazin-3-one",NA,NA,"CC(=O)N1CCN2C(C1)CN(C2=O)CC3=CC=C(C=C3)OC",NA,NA,NA,NA,"CCZXUYRSGKPBHZ","nan","nan","InChI=1S/C16H21N3O3/c1-12(20)17-7-8-19-14(10-17)11-18(16(19)21)9-13-3-5-15(22-2)6-4-13/h3-6,14H,7-11H2,1-2H3","CLMSNLDWUFDGFV"
"1807_301.16_3.1",1807,301.164935841212,3.087203,0.0309693455408843,1.50906797226626,0.768029669198392,-0.380766051156271,"Fatty acids","Glycerolipids","Monoacylglycerols","ethyl 2-{5-hydroxy-2,7,11-trioxatricyclo[8.4.0.0³,⁸]tetradecan-6-yl}acetate",NA,"C[C@@H]1CC[C@@]2(O[C@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C|C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@@H]5[C@@H]4CC[C@@]4(C)[C@H]5C[C@@H]5O[C@]6(CC[C@@H](CO)CO6)[C@@H](C)[C@@]54O)C3)O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O|C[C@@H]1C[C@H](O)[C@@]2(O[C@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C|C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@](C)(O)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@H](CO)[C@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O|CO[C@@H]1O[C@]2(CC[C@H]1C)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C|C[C@@H]1CC[C@@]2(O[C@H]1O)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]3(C)[C@H]1[C@@H]2C|C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]3(C)[C@H]1[C@@H]2C","CCOC(=O)CC1C(CC2C(O1)CC3C(O2)CCCO3)O",NA,NA,NA,NA,"YWZIECUTYXPEII|QRLNYFWBVWUKJA|SCEKBVUERPJRNS|UTSRBRZLSPTMIC|KHFXPJDROWSYEF|MWTJVBOEJQIILT|XNHZDPAJXHYTSI","InChI=1S/C45H72O18/c1-18-9-14-44(63-38(18)54)21(4)45(55)28(62-44)16-26-24-8-7-22-15-23(10-12-42(22,5)25(24)11-13-43(26,45)6)58-41-37(61-40-34(52)32(50)30(48)20(3)57-40)35(53)36(27(17-46)59-41)60-39-33(51)31(49)29(47)19(2)56-39/h7,18-21,23-41,46-55H,8-17H2,1-6H3/t18-,19+,20+,21-,23+,24-,25+,26+,27-,28+,29+,30+,31-,32-,33-,34-,35+,36-,37-,38-,39+,40+,41-,42+,43+,44+,45-/m1/s1|InChI=1S/C45H72O18/c1-19-30(48)32(50)34(52)39(57-19)61-37-28(17-47)60-41(38(36(37)54)62-40-35(53)33(51)31(49)20(2)58-40)59-24-9-11-42(4)23(14-24)6-7-25-26(42)10-12-43(5)27(25)15-29-45(43,55)21(3)44(63-29)13-8-22(16-46)18-56-44/h6,19-22,24-41,46-55H,7-18H2,1-5H3/t19-,20-,21+,22-,24-,25+,26-,27-,28+,29-,30-,31-,32+,33+,34+,35+,36-,37+,38+,39-,40-,41+,42-,43-,44+,45+/m0/s1|InChI=1S/C45H72O18/c1-17-13-28(47)45(63-39(17)55)18(2)29-26(62-45)15-25-23-8-7-21-14-22(9-11-43(21,5)24(23)10-12-44(25,29)6)58-42-38(61-41-35(53)33(51)31(49)20(4)57-41)36(54)37(27(16-46)59-42)60-40-34(52)32(50)30(48)19(3)56-40/h7,17-20,22-42,46-55H,8-16H2,1-6H3/t17-,18+,19+,20+,22+,23-,24+,25+,26+,27-,28+,29+,30+,31+,32-,33-,34-,35-,36+,37-,38-,39-,40+,41+,42-,43+,44+,45-/m1/s1|InChI=1S/C45H72O18/c1-19-29-26(63-45(19)13-12-42(3,55)18-56-45)15-25-23-7-6-21-14-22(8-10-43(21,4)24(23)9-11-44(25,29)5)58-41-38(62-39-35(53)33(51)30(48)20(2)57-39)37(32(50)28(17-47)60-41)61-40-36(54)34(52)31(49)27(16-46)59-40/h6,19-20,22-41,46-55H,7-18H2,1-5H3/t19-,20-,22-,23+,24-,25-,26-,27+,28+,29-,30-,31+,32-,33+,34-,35+,36+,37-,38+,39-,40-,41+,42+,43-,44-,45+/m0/s1|InChI=1S/C45H72O18/c1-19-9-14-44(63-38(19)55-6)21(3)45(54)29(62-44)16-26-24-8-7-22-15-23(10-12-42(22,4)25(24)11-13-43(26,45)5)58-41-37(61-40-35(53)33(51)30(48)20(2)57-40)36(32(50)28(17-46)59-41)60-39-34(52)31(49)27(47)18-56-39/h7,19-21,23-41,46-54H,8-18H2,1-6H3/t19-,20+,21-,23+,24-,25+,26+,27-,28-,29+,30+,31+,32-,33-,34-,35-,36+,37-,38-,39+,40+,41-,42+,43+,44+,45-/m1/s1|InChI=1S/C45H72O18/c1-17-9-12-45(63-39(17)55)18(2)29-26(62-45)14-25-23-8-7-21-13-22(10-11-43(21,5)24(23)15-28(47)44(25,29)6)58-42-38(61-41-35(53)33(51)31(49)20(4)57-41)36(54)37(27(16-46)59-42)60-40-34(52)32(50)30(48)19(3)56-40/h7,17-20,22-42,46-55H,8-16H2,1-6H3/t17-,18+,19+,20+,22+,23-,24+,25+,26+,27-,28-,29+,30+,31+,32-,33-,34-,35-,36+,37-,38-,39-,40+,41+,42-,43+,44-,45+/m1/s1|InChI=1S/C45H72O18/c1-18-8-11-45(56-17-18)19(2)30-26(63-45)13-25-23-7-6-21-12-22(9-10-43(21,4)24(23)14-29(48)44(25,30)5)58-42-39(62-40-36(54)34(52)31(49)20(3)57-40)38(33(51)28(16-47)60-42)61-41-37(55)35(53)32(50)27(15-46)59-41/h6,18-20,22-42,46-55H,7-17H2,1-5H3/t18-,19+,20+,22+,23-,24+,25+,26+,27-,28-,29-,30+,31+,32-,33+,34-,35+,36-,37-,38+,39-,40+,41+,42-,43+,44-,45-/m1/s1","YWZIECUTYXPEII-OQHWBBKZSA-N|QRLNYFWBVWUKJA-WFIHUWAWSA-N|SCEKBVUERPJRNS-GDVAPLMRSA-N|UTSRBRZLSPTMIC-RJXWSSPCSA-N|KHFXPJDROWSYEF-MZKWCCRZSA-N|MWTJVBOEJQIILT-UOOYKZNMSA-N|XNHZDPAJXHYTSI-BFGMSUTKSA-N","InChI=1S/C15H24O6/c1-2-18-15(17)8-11-9(16)6-13-14(21-11)7-12-10(20-13)4-3-5-19-12/h9-14,16H,2-8H2,1H3","QOOXATGTXYGKLY"
"1924_225.15_3.2",1924,225.148859784535,3.2054777,0.0309760275584827,1.50897427799219,0.751100784754993,-0.412921589397358,"Terpenoids","Apocarotenoids","Apocarotenoids(ε-)","4-(3,3-dihydroxybut-1-en-1-yl)-3,5,5-trimethylcyclohex-2-ene-1,1-diol",NA,"CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)OC","CC1=CC(CC(C1C=CC(C)(O)O)(C)C)(O)O",NA,NA,NA,NA,"GEWDNTWNSAZUDX","InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3/b5-4-/t10-,11-/m1/s1","GEWDNTWNSAZUDX-WQMVXFAESA-N","InChI=1S/C13H22O4/c1-9-7-13(16,17)8-11(2,3)10(9)5-6-12(4,14)15/h5-7,10,14-17H,8H2,1-4H3","XBFYXUXQJGIFHA"
"6788_537.4_11.2",6788,537.395165421191,11.164092,0.0310760659383312,1.50757396572105,0.797078171307512,-0.327206875279723,"Alkaloids","Ornithine alkaloids","Tropane alkaloids","4-[2-[2-[3-fluoro-5-(2-methylcyclopropyl)phenyl]-8-propan-2-yl-1,4-diazaspiro[4.5]dec-1-en-4-yl]ethyl]-N-propylcyclohexa-2,4-diene-1-carboxamide",NA,NA,"CCCNC(=O)C1CC=C(C=C1)CCN2CC(=NC23CCC(CC3)C(C)C)C4=CC(=CC(=C4)C5CC5C)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C33H46FN3O/c1-5-15-35-32(38)26-8-6-24(7-9-26)12-16-37-21-31(36-33(37)13-10-25(11-14-33)22(2)3)28-18-27(19-29(34)20-28)30-17-23(30)4/h6-8,18-20,22-23,25-26,30H,5,9-17,21H2,1-4H3,(H,35,38)","RDAQTAJVSCHRNG"
"5290_768.49_8.7",5290,768.489556498453,8.660962,0.0310985076341759,1.5072604515453,1.45253038422536,0.538568342433776,"Polyketides","Macrolides","Polyene macrolides","2-[(4R,5S,6S,7R,9R,10R,11E,13E,16R)-6-[(2S,3R,4R,5S,6R)-4-(dimethylamino)-3-hydroxy-5-[(2S,4R,5S,6S)-4-methoxy-4,6-dimethyl-5-(3-methylbutoxy)oxan-2-yl]oxy-6-methyloxan-2-yl]oxy-4,10-dihydroxy-5-methoxy-9,16-dimethyl-2-oxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",NA,NA,"CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OCCC(C)C)(C)OC)N(C)C)O)CC=O)C)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C41H71NO13/c1-24(2)18-20-50-39-28(6)52-33(23-41(39,7)49-11)54-36-27(5)53-40(35(47)34(36)42(8)9)55-37-29(17-19-43)21-25(3)30(44)16-14-12-13-15-26(4)51-32(46)22-31(45)38(37)48-10/h12-14,16,19,24-31,33-40,44-45,47H,15,17-18,20-23H2,1-11H3","MXNCXKSQMPNWSK"
"1927_404.23_3.2",1927,404.228893608803,3.2086525,0.0312262129874414,1.50548068238471,0.768210027846541,-0.380427298643936,"Polyketides","Linear polyketides","Open-chain polyketides","[[4-[[2,6-Dimethyl-3,5-di(ethoxycarbonyl)pyridin]-4-yl]-1,2,5,6-tetrahydro-2,2,6,6-tetramethylpyridin]-1-yloxy]radical",NA,NA,"CCOC(=O)C1=C(N=C(C(=C1C2=CC(N(C(C2)(C)C)[O])(C)C)C(=O)OCC)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C22H31N2O5/c1-9-28-19(25)16-13(3)23-14(4)17(20(26)29-10-2)18(16)15-11-21(5,6)24(27)22(7,8)12-15/h11H,9-10,12H2,1-8H3","QANGIIIIMOLRTM"
"4267_295.23_7",4267,295.227885299748,6.9910817,0.0312388984231608,1.50530428904498,0.765316798687871,-0.38587102775202,NA,NA,NA,NA,"CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O","CCCCC/C=C\C=C\O/C=C/CCCCCCC(=O)O",NA,"InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+",NA,"LUZSWWYKKLTDHU-ZJHFMPGASA-N","LUZSWWYKKLTDHU","HHZKKFXQEIBVEV","InChI=1S/C18H30O3/c1-2-3-4-5-7-10-13-16-21-17-14-11-8-6-9-12-15-18(19)20/h7,10,13-14,16-17H,2-6,8-9,11-12,15H2,1H3,(H,19,20)/b10-7-,16-13+,17-14+","HHZKKFXQEIBVEV-CXXUKANQSA-N",NA,NA
"1029_171.99_2",1029,171.993230337782,1.9568819,0.031348196137718,1.50378744462511,0.765147641144237,-0.386189941075287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922_171.99_1.8",922,171.993230269295,1.7998303,0.0315726210945078,1.5006893623704,0.779378391840146,-0.359604161349629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3914_950.5_6.2",3914,950.498222481271,6.1917267,0.0317142423513152,1.49874565937525,0.722386775909652,-0.469156611958112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846_377.13_1.7",846,377.131799897047,1.6500068,0.0317407163647052,1.4983832757624,0.760666523438803,-0.394663980743311,"Alkaloids","Ornithine alkaloids","Piperidine alkaloids","N-[2-(4-acetamidophenoxy)-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide",NA,NA,"CC(=O)NC1C(C(C(OC1OC2=CC=C(C=C2)NC(=O)C)CO)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H22N2O7/c1-8(20)17-10-3-5-11(6-4-10)24-16-13(18-9(2)21)15(23)14(22)12(7-19)25-16/h3-6,12-16,19,22-23H,7H2,1-2H3,(H,17,20)(H,18,21)","XVIFZZGCCJWHHU"
